Date,Title,Sentiment
2009-03-28,"pakistan’s president praises obama and offers new concession to the opposition reinstated, chief justice bears hopes of pakistan kremlin critic on ballot in olympic city european court seems to rankle kremlin spanish court weighs inquiry on torture for 6 bush-era officials troops arrest an awakening council leader in iraq, setting off fighting japan’s rice farmers fear their future is shrinking of brawn, button, branson and the virgin pole position global sports forum: formula one edition russia: arctic deployment planned",negative
2009-03-29,"merkel is set to greet, and then resist, obama guns go silent after 24-hour face-off in baghdad, but tensions remain high rising powers challenge u.s. on role in i.m.f. concert for holocaust survivors is condemned laos and vietnam: then and now 100 years on, tracing an engineer’s legacy post-race notes a little rugby with your cross-dressing? accusations and penalties continue to fly at melbourne",negative
2009-03-30,"haiti’s woes are top test for aid effort gunmen storm police school in pakistan rebellious sunni council disarmed after clashes, officials in baghdad say often split, arab leaders unite for sudan’s chief world bank sees slump in russia worsening another foe of chechen leader shot dead abroad israel ends inquiry into abuse in gaza the disorder of conferring with russia suicide bomber in kandahar kills 8 no u.s. plans to stop korea on missile test",negative
2009-03-31,"at economic summit meeting, a change in u.s. talking points iraqi militants show a new boldness in cities outcome of sri lanka’s long war may hang on fate of insurgent leader netanyahu offers conciliation, but not concessions 3 found guilty in 2007 killing of reggae star in south africa spying claim sets off spat between u.s. and russia dying, and alone, in myanmar few resources, little hope in myanmar cartoon – how to handle iran? khmer rouge defendant apologizes for atrocities",negative
2009-04-01,"obama and brown urge united action on world economy syria finds right ingredients to start a stock market from scratch in britain, april fools’ joke is on us lower profile for clinton, but her influence rises nato ruled by fear as it picks a chief u.s. and europe at odds ahead of summit walls go tumbling up… crumbling down death toll in migrant ship sinking passes 230 israeli minister dismisses peace effort olympic city in russia blocks candidates’ broadcast ads",negative
2009-04-02,south africa: archbishop tutu criticizes zuma group of 20 meets south africa: life in prison for reggae star’s killers we’re stuck with dollar as reserve g-20 pact offers hope but few specifics two countries separated by… top u.s. officials meet with mexicans to quell growing drug-related border violence red cross hostage in philippines is free nato meeting to highlight strains on afghanistan brazil’s ‘teflon’ leader nicked by slump,negative
2009-04-03,"economy slumps, but it’s a bull market for protesters obama connects with young europeans a french embrace for mrs. obama video of taliban flogging rattles pakistan a first lady style showdown? not exactly that big moment for czechs? not so big thousands join anti-government rally in ukraine police continue questioning of israeli foreign minister arriving in america – the other side of this war lewis hamilton apologizes",negative
2009-04-04,"violence silences voices of sri lankan journalists obama to loosen restrictions on policy with cuba israeli nonprofits, shaken by madoff scandal, regroup italian magazine tries to narrow gap with muslims riots erupt near bridge that links 2 countries for egypt, promise of 1979 peace still unfulfilled known for tight spending, i.m.f. may have to loosen reins after g-20 windfall suicide bomber kills 8 in pakistan karzai vows to review family law chinese hunger for sons fuels boys’ abductions",negative
2009-04-05,"palestinians are focus in abbas visit to baghdad time is short as u.s. presses a reluctant pakistan visual diary: former insurgents eddie & the robbers at the hard rock cafe kl day of suicide attacks displays strength of pakistani taliban north korean missile launch was a failure, experts say north koreans launch rocket over the pacific",negative
2009-04-06,"obama impresses many on both sides of turkey’s secular and religious divide pakistan’s chief justice assails attorney general over taliban flogging deadly earthquake shakes central italy visual diary: like fish in a tank in putin’s economic plan, an emphasis on spending damage to historical monuments ‘significant’ earthquake in italy somali pirates seize five ships in 48 hours in kyoto, a call to not trample the geisha america seeks bonds to islam, obama insists",negative
2009-04-07,"visual diary: today’s bomb waves of change splash landlocked luxembourg economic crisis sweeps eastern ukraine police kill palestinian motorist who injured them at roadblock recovery efforts continue in aftermath of italian quake peru’s ex-president convicted of rights abuses mclaren summoned before world council anti-communist protests in moldova former hussein aide surfaces; iraqi premier blames baathists for bombings in baghdad, obama presses iraqi leader to unite factions",negative
2009-04-08,"dutch recognize the limits of their afghan approach crisis is full of political opportunity czechs’ crisis of confidence puts cloud over obama visit new racism and its antecedents democracy in indonesia: the next test visual diary: sadiq and the nameless baby in india, u.s. envoy cites ‘common threat’ the jail cell may be fake, but the impact is real u.s. to join iran talks over nuclear program u.s. captain is hostage of pirates; navy ship arrives",negative
2009-04-09,mugabe aides said to use violence to get amnesty spanish leader picks fight with catholic church iran claims gains in nuclear program liquid electricity corruption allegations affect khmer rouge trials thousands demonstrate against georgian president britain’s antiterror officer resigns 2 afghan antidrug officers killed by suicide bombing standoff with pirates shows u.s. power has limits president’s party grabs early lead in indonesian vote,negative
2009-04-10,"protests wane in moldova as vote recount is announced visual diary: the sixth anniversary a black imam breaks ground in mecca chinese bias for baby boys creates a gap of 32 million mass funeral in italy suicide attack kills 5 g.i.’s and 2 iraqis in northern city foes rally, but president of georgia vows to stay thousands mourn quake victims at funeral mass a placid man on land, caught in a drama at sea amid protests, asian summit is canceled",negative
2009-04-11,"u.n. council may rebuke north korea allies ponder how to plan elections in afghanistan new bid to find missing ex-f.b.i. agent a mexican tradition runs on pageantry and faith arrests deepen iraqi sunnis’ bitterness byrne weighs in against the diffusers negotiations break down in standoff with pirates protests break up asean summit thailand cancels summit after protests contractor must pay in iraq fraud, court rules",negative
2009-04-12,"moldovan capital’s mayor speaks against communism a wild cossack rides into a cultural battle on easter, pope ponders life, death and reconciliation attacks prompt some of india’s urban elite to plunge into politics sri lanka orders halt to fighting circled rebels in afghanistan, soldiers bridge 2 stages of war french minorities have doubts on political success in rescue of captain, navy kills 3 pirates",negative
2009-04-13,"unemployment surges in germany’s golden city united militants threaten pakistan’s populous heart analyzing obama’s european tour lebanese soldiers killed in ambush civilians died in airstrike by nato, afghan says mortars threaten u.s. congressman’s plane in somalia survivors of high-seas drama return to france obama opens door to cuba, but only a crack at least 21 killed in polish blaze thai protests turn violent",negative
2009-04-14,"islamic law now official for a valley in pakistan rivals unite to challenge mubarak as elections near, tightrope awaits in india coral transplant surgery prescribed for japan reconcile this in recruiting an afghan militia, u.s. faces a test ukraine says 3 tried to sell bomb material rescued captain and crew returning home on wednesday american journalist stands trial in iran thai protests reveal deep divisions",negative
2009-04-15,"juárez: amid violence, a haven deals help china expand sway in latin america american guns in juárez u.s. military expresses concern about perception of an iraqi crackdown on sunnis iraq provinces try to overcome political disarray new in america: exploring defendant’s lawyer dismissed in mumbai trial brawn, toyota and williams exonerated a man's world afghan women protest new law on home life",negative
2009-04-16,"at americas summit, leaders to press u.s. 3 courses with sarkozy, skewered leaders on side taliban exploit class rifts in pakistan poetry 2003-2009 ron dennis steps out ship’s crew describes ordeal of pirate attack indians go to the polls juárez: children in the crossfire russia ends operations in chechnya in myanmar, celebrating with water, letting off steam",negative
2009-04-18,"warming relationships in a warm locale italy blocks cargo ship carrying rescued migrants indonesia’s poor welcome sea refugees somalia adopts islamic law to deter insurgency bomber hits checkpoint in pakistan, killing 20 south african party leader shrugs off suspicions iran sentences u.s. journalist to 8 years slump tilts priorities of industry in china secure enough to sin, baghdad revisits old ways russia serves as musical muse for europeans with an itch",negative
2009-04-19,"hungary’s spirits are back up, on a horse iranian president asks court to reconsider spy case hemisphere’s leaders signal fresh start with u.s. visual diary: paradise edward george, 70, dies; steered bank of england party’s rally gets boost by mandela before vote critic of maliki is chosen to lead iraq’s parliament new looks at the fields of death for jews spain hails arrest of man seen as eta leader a story of the three sebastians in f1",negative
2009-04-20,"name not on our list? change it, china says visual diary: ‘this one dead’ 2 suspects waterboarded 266 times stranded no more, african migrants land in sicily bomber attacks g.i.’s meeting with baquba officials hostage standoff ends in jamaica iran official orders ‘fair’ appeal review for reporter a friend tells sarkozy how he is wrong sri lankan troops breach rebel haven iranian calls israel racist at meeting in geneva",negative
2009-04-21,"a workers’ paradise found off japan’s coast u.n. anti-racism meeting reaches consensus south african voters grumble, but favor a.n.c. british m.p.’s may lose residence perk french police round up migrants wider drug war threatens colombian indians russia to free oil magnate’s former lawyer visual diary: maliki in oil naval show to feature submarines from china racism conference adopts resolution",negative
2009-04-22,"taliban seize vital pakistan area closer to the capital g.i.’s to fill civilian gap to rebuild afghanistan twitter meets cuneiform in singapore, a more progressive islamic education visual diary: home british plan to raise taxes and debt sets off political sparring israel says actions in gaza not war crimes trial opens in germany for 4 suspected of plotting bombings ex-leader of iran’s revolutionary guards seeks presidency north korea claims border marker was moved",negative
2009-04-23,"in italy, sign of defiance in a kebab and a coke visual diary: suicide jackie chan strikes a chinese nerve holdouts for humble bulb defy a government phase-out to capitalist folly, town in spain offers reply kers revisted skirting thorniest issues, turkey and armenia move to ease tensions yemen dispute slows closing of guantánamo green-ish minorities report discrimination in e.u. survey",negative
2009-04-24,"as jobs die, europe’s migrants head home indonesia’s voters retreat from radical islam in olympic city, an uneven playing field for vote wounded, and stories of loss, fill a hospital friday track action in bahrain – or lack thereof army ends delay on lightweight armor fighting deadly flu, mexico shuts schools taliban shift forces, but hold pakistan valley senior tibetan cleric faces prison in china governing party claims victory in south africa",negative
2009-04-25,"rwanda suspends bbc radio service lebanon arrests 3 on charges of spying for israel in pakistan, guile helps taliban gain from sandy strip of sri lanka, tales of suffering as war traps thousands mexico takes powers to isolate cases of swine flu at the polls, icelanders punish conservatives arrest in croatia murder doesn’t erase all doubt final results show resounding victory for a.n.c. in south africa iraq resists pleas by u.s. to placate baath party the wild f1 season saga continues",negative
2009-04-26,"left hand, right hand after a u.s. raid: 2 iraqis dead, protests and regrets iran preparing response to nuclear talks offer u.s. plans informal meetings with cuba russian mayor walks into chess master’s trap premier wants iceland to join european union kremlin’s candidate headed to victory in sochi hong kong, minding sars, announces tough measures in response to swine flu global response to swine flu visual diary: swords and dust",negative
2009-04-27,visual diary: shoot ‘em in the face swine flu spreads abbas rejects calling israel a jewish state reporter jailed in iran passes week on fast lacy threads and leather straps bind a business a pakistani underworld 3 die in turkey in shootout between police and militant pakistani offensive puts truce on shakier ground sri lanka halts heavy-weapon attacks on rebels kim’s son is said to join n. korean defense panel,negative
2009-04-28,"iraqi premier says leader in insurgency is in custody scottish court hears appeal in 1988 blast on jetliner the naming of swine flu, a curious matter pakistani military moves to flush out taliban british court clears 3 men on terrorism charges pope visits devastated earthquake zone sri lanka bars swede over stand on war america: the less violent side plot foiled? in bolivia, truth is elusive islamists threaten to kill hostage",negative
2009-04-29,"turkey’s top officer denies plot to topple government o.e.c.d. study maps shifting ideals of excellence suspects in hariri’s death released britain to add 700 troops to afghan war a year after storm, subtle changes in myanmar taiwan takes step forward at u.n. health agency n. korea issues threat on uranium stakes high in armenia-turkey talks europeans fail to get sri lanka truce civilians flee as pakistani forces hit resistance",negative
2009-04-30,nato expels two russians accused of spying heavy battles raging with taliban in pakistan car plows into crowd celebrating dutch queen china’s leaders take visible approach to swine flu f1 budget cap u.s. asking e.u. to take detainees spanish candidate hopes to break logjam at nuclear energy agency sarkozy envisions urban regeneration for paris and suburbs sri lanka rejects ‘lectures’ from western countries,negative
2009-05-01,"civilians flee fighting in pakistan pakistan says it killed 50 taliban in a clash, but residents say civilians died videotape complicates u.s. deal with emirates visual diary: may day quick action by hong kong reflects experience of sars her rival now her boss, clinton settles into new role ayrton senna may day protests around the world anger and fear fuel may day europe protests driver dies after aiming car at dutch royals",negative
2009-05-02,"gunfight breaks out as iraqi soldiers try to arrest trade officials tamils say sri lankan military shelled hospital russia digs in alongside breakaway territories no signs of sustained global spread of swine flu in a senegal slum, a building material both plentiful and perilous communists’ land plan could backfire in india afghan governor leaves presidential race in capital of mexico, cabin fever takes hold a puzzle over intentions of russia’s president babylon ruins reopen in iraq, to controversy",negative
2009-05-03,"pakistan’s islamic schools fill void, but fuel militancy fearful brazilians keep armored car sales booming u.s. asks germany to take 10 guantánamo inmates pakistan says islamic court fulfills deal with taliban italy premier’s drama unfolds in press plea for cease-fire help in sri lanka visual diary: fashion",negative
2009-05-04,"turning to madrasas porous pakistani border could hinder u.s. 3 koreans convicted of bribery in iraq addressing u.s., hamas says it grounded rockets u.s. negotiator signals flexibility toward moscow over new round of arms talks electricity: dog day afternoons e.u. looks east with increasing anxiety berlusconi demands apology from wife violence in yemen shows growing power of insurgency advances by the taliban sharpen u.s. concerns",negative
2009-05-05,"afghans say u.s. raids killed 30 civilians drugs hollow out afghan lives in cultural center drowning in opium socialist leader vows to confront eta swine flu fills mexico city with anxiety year after china quake, new births, old wounds pakistanis flee ahead of new push against taliban transcript: interview with khaled meshal of hamas pakistani army poised for new push into swat boat to safety is death trap to sri lankans",positive
2009-05-06,"pakistan strife fills a hospital with refugees a trilateral presidential meeting recalculating happiness in a himalayan kingdom czech vote advances a treaty for europe iranian court will review prison term for journalist visual diary: farming the new iraq emphasis on al qaeda at three-way talks retaliating, moscow plans to expel 2 nato officials before u.s. talks, pakistan claims combat gains officials note youth of serious flu cases",negative
2009-05-07,"pope, hope in hand, is heading to mideast the alonso and hamilton warm-up britain’s unpopular leader is ripe target in parliament abkhazia lures its expatriates, welcoming them one by one concerns mount on preparedness of iraq’s forces kenyan aristocrat convicted of manslaughter on patrol with iraq’s security forces georgia releases 3 activists whose arrests set off a fray political struggle in malaysia heats up premier vows to eliminate the taliban in pakistan",negative
2009-05-08,"a papal visit begins job hunting in america g.i.’s kill 2, including a 12-year-old, after a threat to a patrol in iraq iraqis seek death penalty for american chávez seizes assets of oil contractors afghan leader says civilian deaths strain ties with u.s. european union signs a pact on a pipeline for gas from the caspian sea for somali pirates, worst enemy may be on shore paddock notes from a friday in barcelona pakistanis flee flighting",negative
2009-05-09,"arrest of ex-militant shows iraqi reconciliation pitfalls pope deplores ‘ideological manipulation’ paternity makes punch line of paraguay president how the family of a dissident fled china from air and ground, pakistan strikes back at taliban parks fortify israel’s claim to jerusalem reporter’s hearing in iran moved up buttonmania in f1 paddock mexico: cuba trip may be delayed obama to speak from egypt in address to muslim world",negative
2009-05-10,"china outpaces u.s. in cleaner coal-fired plants hard times give new life to prague’s golem plan to shift military spending faces skepticism iraqi leaders and kurds reach oil deal; pelosi makes surprise visit u.s. adviser holds firm on airstrikes in afghanistan doctor reports 378 dead in sri lanka the brawn pit stop strategy pope celebrates mass in jordan ethnic groups in myanmar hope for peace, but gird for fight the caucus: gen. odierno’s facebook",negative
2009-05-12,"finding a detour to earn a living in indonesian traffic jams counseling was ordered for soldier in iraq shooting ferrari joins the protest in moscow, an attempt to wed pushes gay rights china commemorates sichuan quake freed journalist speaks in iran violence rises in iraq’s tense north 9 killed in coordinated attacks in afghanistan pakistan says 1.3 million flee fight with taliban boorishness works for berlusconi",negative
2009-05-13,"in bleak afghan outpost, troops slog on excerpts from zhao ziyang’s ‘prisoner of the state’ in a first, u.s. provides pakistan with drone data india votes in final round india’s path to economic reform reaches a fork voting complete, india awaits deal-making coming vote on assembly elicits shrugs in europe torture survivors to testify at khmer rouge trial mission impossible renault joins ferrari and the others in threat to leave f1",negative
2009-05-14,"afghan villagers describe chaos of u.s. strikes netanyahu to meet obama as u.s. priorities shift trapped civilians now able to flee, sri lanka says xenophobia threatens italy, president warns protests in france spread to hospital workers jordan tells israel to accept two-state solution authorities demolish ‘slumdog’ star’s home in mumbai north korea to put u.s. journalists on trial secret memoir offers look inside china’s politics netanyahu asks pope to condemn iran",negative
2009-05-15,"visual diary: garbage on the tigris f1 talks fail – but continue after years of isolation, a dissident still torments her tormentors overheard in iraq british minister is suspended in expense inquiry citing auschwitz, pope assails hatred a contrast in policing protests north korea demands higher pay at industrial park new exodus fuels concerns in pakistan envoy arrives in sri lanka for cease-fire talks",negative
2009-05-16,"survivors shed light on dark days of khmer rouge modest successes and missed chances in pope’s trip self-ruled region remains wary of russian backers among 5 killed, a mender of heartache and a struggling private moscow police crush gay rights rally utah governor chosen as ambassador to china 25 militants are killed in attack in pakistan election celebration in india india’s governing coalition scores decisive victory in parliamentary races china: maritime talks with u.s.",negative
2009-05-17,"first women win seats in kuwait parliament on fiery birth of israel, memories of 2 sides speak tensions stoked between iraqi kurds and sunnis w.h.o. may raise alert level as swine flu cases leap in japan vote in india reshapes landscape rebels routed in sri lanka after 25 years of war after a sensational crime, a trial marked by quiet norway wins, while russia calls the tune 2 studies tie disaster risk to urban growth susanna agnelli, first woman in italy to run foreign office, dies at 87",negative
2009-05-18,british m.p.’s say speaker has lost moral authority darfur rebel faces international court in hague obama tells netanyahu he has an iran timetable young pakistanis take one problem into their own hands joint chiefs chairman criticizes afghan air strikes chinese city is chilly to a sex theme park japan acts to contain swine flu outbreak downturn draws a veil over islam karzai’s brother survives as convoy is ambushed pro-democracy leader goes on trial in myanmar,negative
2009-05-19,"somalia: ethiopian troops return amid floods, brazilian town wades on brazil’s standing waters u.s. and russia begin arms talks with a december deadline urban battle looms ahead for pakistan in swat palestinians reappoint prime minister who had quit clinton pledges more aid to pakistan a vow to cut afghan civilian deaths biden warns bosnians about ‘old patterns’ saudis’ local elections delayed for two years",negative
2009-05-20,"krishna pattabhi jois, leading expert in yoga, dies at 93 at least 34 dead in baghdad bombing security faulted for no-shows at papal mass clear skies in monaco, decisions in paris report details abuses in irish reformatories news from iraq military plane crash in indonesia milan judge says c.i.a. trial to continue, with restrictions push in spain to limit reach of the courts sri lanka’s tamils voice misgivings",negative
2009-05-21,"tiananmen now seems distant to china’s students jailed libyan dissident dies in jordanian hospital turkan saylan, women’s rights champion, dies at 73 georgia shoots 3 men wanted in rebellion observations from a thursday in monaco moustafa receives death sentence israel removes illegal settler outpost in west bank egyptian tycoon sentenced to death for murder will india lose its charm as it becomes ‘world class’? iraq bombings shatter lull",negative
2009-05-22,u.s. signals willingness to talks with cuba iraq tribes are upset by sentence given to g.i. spain links voodoo to forced-prostitution case showing the glimmer of humanity amid the atrocities of war pakistan claims more gains against taliban somali forces battle insurgents for control of capital canadian judge convicts rwandan in genocide 10 held in china for mistreating factory workers europe and russia fail to agree on gas deal down day friday in the paddock,negative
2009-05-23,"islamist versus islamist new requirements on border id stir worries at crossings iraqi officials expect moves amid inquiry the health of a likely presidential candidate comes under brazil’s microscope egypt arrests 7 in bombing of cairo bazaar u.n. leader presses sri lanka on speeding relief to war refugees in camps latvia races to cut deficit to keep to its bailout deal u.s. and afghan forces seize biggest drug cache to date for somalia, chaos breeds religious war lebanon: biden visits, showing u.s. loyalty to longtime allies",negative
2009-05-24,"iran hosts regional summit meeting fate of missing iraqis haunts those left behind russian orthodox consecrate parish in rome at least 22 killed in iraq attacks if plastic surgery won’t convince you, what will? monaco’s underdogs pakistan says it makes more gains on taliban pre-race notes recriminations and regrets follow suicide of south korean",negative
2009-05-25,"tamil tigers confirm death of their leader american woman is freed after philippines abduction memorial day observations court reverses jail sentence of egypt critic amos elon, israeli author, dies at 82 trade official quits as iraq continues investigations test delivers a message for domestic audience killing of sikh leader sets off riots in india somalia's sufis fight the shabab south korea’s president faces dual crises",negative
2009-05-26,visual diary: saddam’s horse why freed dissidents pick path of most resistance spy fired shot that changed west germany state department official is among 3 killed in iraq chinese president meets leader of taiwanese party france opens first military bases in the gulf pakistani court lifts ban on sharif atomic agency examines candidates to replace elbaradei crippling the palestinian cause myanmar dissident testifies at trial,negative
2009-05-27,"left out of d-day events, queen elizabeth is fuming hezbollah says it is talking to european union and i.m.f. to protect an ancient city, china moves to raze it bomb kills g.i. in baghdad as attacks keep rising in china, pelosi calls for cooperation on climate an ill-kept secret: the site of obama’s egypt speech israeli settlement growth must stop, clinton says williams team creates schism in fota china said to harass rights lawyers balancing freedom and the role of the state in germany",negative
2009-05-28,"obama calls for swift move toward mideast peace talks allotting of iraqi oil rights may stoke hostility refugees join list of climate-change issues misery hangs over gaza despite pledges of help an interview with the dalai lama hope, but no advances, in china-u.s. climate talks israel insists on some construction in west bank settlements in death, roh reverses his fortunes once again on a campus in bulgaria, every reason for optimism 29 taliban insurgents killed, coalition says",negative
2009-05-29,"piano man, winning russian hearts and minds lovelorn iraqi men call on a wartime skill drug gangs’ kin ensnared in mexico crackdown visual diary: friday prayers in karbala fota takes a step u.s. soldier and 11 iraqis die in attacks once again, ruling class stirs a revolt gates reassures allies over north korea aid slowly reaching sri lanka’s war refugees remembering a leader",negative
2009-05-30,iran hangs 3 men held in bombing of mosque critics assail british police for harsh tactics during the g-20 summit meeting fighting around afghanistan leaves 50 dead devotion and money tie iranians to iraqi city shanghai buys itself a makeover before a fair gates issues warning to north korea former iraqi minister is arrested iranian candidate taps student woes pakistan army claims control of main swat town chávez seeks tighter grip on military,negative
2009-05-31,"modifying conciliatory stance, south korea pushes back against the north south ossetians elect parliament pakistan marches on in bastion of taliban cuba agrees to u.s. talks in new sign of a thaw 6 die as palestinian authority forces clash with hamas gates grounded in singapore visual diary: a slide revisited gates looks to tougher approach on north korea indications of another missile test",negative
2009-06-01,"money sent home by mexican workers in u.s. falls sharply as swiss economy goes south, appetites turn to italy israel and u.s. can’t close split on settlements visual diary: carpets, bombing conservative party in germany gives up on anti-turkey stance dozens of pakistani cadets are rescued rights investigation team enters gaza pakistan says radio chatter proves military campaign has weakened taliban gates says north korea may test another missile u.s. gives absolution to its allies",negative
2009-06-02,"russia’s knotty policies on islam, mirrored in trial australia, nourishing china’s economic engine, questions ties arab states cool to obama pleas for peace gesture shake-up expected in british cabinet visual diary: a midday nap in the park among the victims on air france flight, doctors, dancers and royalty geithner says china has faith in u.s. u.s. report finds errors in afghan airstrikes north korean leader is said to pick a son as heir a push to stop kleptocrats from cashing in abroad",negative
2009-06-03,"chinese activist tries to surrender israelis say bush agreed to west bank growth message on obama attributed to bin laden eight afghans killed in roadside attack british minister quits, dealing new blow to brown new debris may aid search for air france data boxes al qaeda says it has killed briton russia: draft to replace ’91 treaty may be ready soon britain: shoe thrower at university is acquitted israel: taken artifact is returned after 12 years",negative
2009-06-04,time conspires against the search for a war’s fallen rift with germany is next on diplomatic agenda putin plays sheriff for cowboy capitalists europe sets deal to share information on detainees iraqi reaction to president obama’s speech president obama speaks in cairo varying responses to speech in mideast highlight divisions president obama's address to muslims clues point to speed issues in air france crash 2 u.s. journalists on trial in n. korea,negative
2009-06-05,"iran has centrifuge capacity for nuclear arms, report says challenging sex taboos, with help from the koran obama pins mideast hope on limiting settlements president obama in germany president obama visits buchenwald ukrainian parliament ousts defense minister situation seen as deteriorating at aceh refugee camp in lebanon vote, stark options, complex choices no war in f1, says briatore no wreckage yet recovered of plane lost over atlantic",negative
2009-06-06,"face of attacks in iraq turns younger, u.s. says 9 hostage officers killed at peruvian oil facility militants attack army convoy, killing 2 of their own experts say full disclosure may not always be best tactic in diplomacy china creates specter of dueling dalai lamas brazilian crews recover two bodies from crash moscow crime reporter, facing his obituary daily mexico vows to investigate day care fire czechs cool to presence of workers from asia various istanbul observations",negative
2009-06-07,brown fights for survival after electoral setback more bodies recovered near site of plane crash iran elections turn bitter disaffection dominates european voting webber talks turkey 5 americans arrested in death of iraq contractor china and u.s. seek a truce on greenhouse gases u.s.-backed alliance wins in lebanon charms of paris tempt a busy president,negative
2009-06-08,"two conflicting goals with north korea omar bongo, 1935-2009 economy shows cracks in european union huge campaign rallies snarl tehran i’ve got a job acapulco, long dotted with tourists, is now home to drug war omar bongo, gabon leader, dies at 73 recovered debris from jet may ease data search ukraine premier fails to form alliance to oppose president 'air france village' is in mourning",negative
2009-06-09,"a rightist harnesses british discontent as iran gets ready to vote, economy dominates chinese mayor detained in graft inquiry hotel bombing in pakistan official puts career at risk with diatribe on kremlin for east europeans, e.u. election was a big yawn air france to replace airspeed sensors a soldier’s dilemma in afghanistan militants strike hotel in pakistan, killing 11 overtaking convoys – etiquette 2007-2009",negative
2009-06-10,"a paris plan, less grand than gritty u.s. commander in afghanistan is given more leeway judge is latest victim of caucasus violence le mans-ell and prost in the sarthe japan sets emissions targets, and no one seems pleased china faces criticism over new software censor text of united nations draft resolution on north korean sanctions mother's love becomes obsession for some south koreans north korea could face new round of sanctions finding a way to take guantánamo detainees",negative
2009-06-11,"russia rejects the notion of a joint missile system in europe as iran votes, talk of a sea change some in qaeda leave pakistan for somalia and yemen russian military cuts leave soldiers adrift gaafar al-nimeiry, a sudan leader with shifting politics, dies at 79 u.s. gains more control as it fights afghan war zimbabwe divisions pose a quandary for west iraq leader omits a bit in lauding u.s. pullout china protests moving of detainees kyrgyzstan insists u.s. base to close",negative
2009-06-12,"in finland, a man of politics, without his cloth china’s college entry test is an obsession gates promises to reduce afghan civilian deaths crowded polls in tehran heavy absentee voting by iranians in iraq u.n. security council pushes north korea by passing sanctions fia announces 2010 team list – with surprises will sanctions ever work on north korea? american testifies in her murder trial in italy sunni lawmaker assassinated in iraq",negative
2009-06-13,pakistani military launches airstrikes on taliban strongholds humans intrude on an indonesian park thousands protest in iran reverberations as door slams on hope of change assassinated sunni leader given state funeral in iraq student on trial in italy claims police pressure ahmadinejad re-elected in iran iranian protesters fill streets after election result protests flare in tehran as opposition disputes vote north korea vows to produce nuclear weapons,negative
2009-06-14,"tiny french town mourns triple loss in jet crash north korea’s heir apparent remains a mystery netanyahu backs palestinian state, with caveats post-election unrest continues in iran biden questions vote but sticks to policy on iran 24 hours of racing unrest deepens as critics are detained",negative
2009-06-15,"crash of air france flight turns a company’s fortune into calamity in a fight over names, russia vetoes a u.n. mission inside disputed territory opposition defies protest ban in tehran at least 3 hostages reported slain in yemen britain to investigate role in iraq tough battle in pakistan insurgency stronghold poll shows drop in support of karzai as afghan leader defiance grows as iran’s leader sets vote review the paris air show: a look back",negative
2009-06-16,"protests fill tehran's streets carter, in gaza, urges hamas to meet demands protests in iran: then and now what ‘engagement’ with iran and north korea means north korea says journalists admitted crimes hint of a thaw for india and pakistan u.s. to confront, not board, north korean ships fia-fota impasse emerging economies meet in russia recount offer fails to quell political tumult in iran",negative
2009-06-17,"an ancient pagoda’s collapse turns myanmar’s gaze to the stars regulators zero in on risks of airbus sensors guard of key witness killed before terror trial in greece pakistan’s ‘invisible refugees’ burden cities iraqi arrested in shooting of lawmaker seeking re-election, barroso sweats for his job russia ends dairy ban on belarus protests build as iran continues media crackdown pakistan's 'invisible' refugees police chief killed in somalia fighting",negative
2009-06-18,"peru overturns decrees that incited protests major defiance, small concessions civic groups wary as russia may ease curbs across asia, dalliances are news last race at silverstone, last one for f1 as we know it? pakistan says u.s. drone kills 13 somali minister killed in bombing once-clear thoughts are clouded britain releases censored list of expenses as confrontation deepens, iran's path is unclear",negative
2009-06-19,corruption crusader aims for afghan presidency afghanistan's humble candidate treaty to strengthen e.u. gets another chance khamenei speaks in tehran the lede: images from iran russia plays a defector as a trump to georgia life goes on at silverstone – sort of china disables some google functions car bomb kills police official in spain iran’s top leader dashes hopes for a compromise,negative
2009-06-20,"obama says ‘justice’ is needed for iranians legal strategy fails to hide torturer’s pride nyt correspondent escapes in afghanistan tibetan monks tell tale of escape from china tibetan monks in exile in fight with islamists, somalia asks for help kers finished? truck bomb kills dozens in northern iraq times reporter escapes taliban after 7 months as arms meeting looms, russia offers carrot of sharp cuts",negative
2009-06-21,police officers clash with protesters in iran ex-zambian leader’s high life awaits a verdict iranian leaders blame u.k. and u.s. royalty at silverstone unrest in iran sharply deepens rift among clerics test looms as u.s. tracks north korean ship,negative
2009-06-22,"7 blasts around baghdad kill at least 24 mexicans cry for justice in day care fire ukraine’s political paralysis gives black eyes to orange revolution heroes a bubble of diplomats and officials is set to pop in a death seen around the world, a symbol of iranian protests benjamin netanyahu on meet the press suicide bomber on motorcycle kills 7 civilians in afghanistan readers’ photos from iran a new brew: sarko black label president of ingushetia is wounded in suicide bombing",negative
2009-06-23,"in clash between koreas, fishermen feel first bite spate of attacks tests iraqi city and u.s. pullout worrying signs for post-withdrawal falluja roadside bomb kills 3 aid workers in northern afghanistan in reversal, kyrgyzstan won’t close a u.s. base covered up, and harassed, in cairo u.s. drone strike said to kill 60 in pakistan setback in search for missing jet’s flight recorder crackdowns on protesters drape tehran in silence albanians, cut off, get set to vote",negative
